"c_name","source","r_id","r_year","r_month","r_swt","r_female","p_ideology","p_interest","p_economy","d_essential","core_values","c_govern","i_trust"
"Morocco","ArabBarometer",1675,"2020","October",0.840270642352027,"Not Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Strongly Agree","No trust at all"
"Morocco","ArabBarometer",4488,"2020","October",1.09385329516303,"Female",NA,"At least once daily","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",2089,"2020","October",1.26669197759783,"Female",NA,"At least once daily","Bad","Somewhat Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",1553,"2020","October",0.892323117173042,"Not Female",NA,"At least once daily","Very Good","Not Very Essential",NA,"Somewhat Disagree","A great deal of trust"
"Morocco","ArabBarometer",890,"2020","October",1.07021912296921,"Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",1539,"2020","October",0.892323117173042,"Not Female",NA,"Throughout the day","Very Bad","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",1696,"2020","October",1.05306367705663,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",5315,"2020","October",1.02399774887355,"Not Female",NA,"Throughout the day","Good","Not at all Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",5094,"2020","October",1.03896922588307,"Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",2004,"2020","October",0.876249270209662,"Not Female",NA,"Several times a week","Bad","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",1965,"2020","October",1.07334300724095,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Disagree","A great deal of trust"
"Morocco","ArabBarometer",2047,"2020","October",1.26669197759783,"Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Strongly Agree","Quite a lot of trust"
"Morocco","ArabBarometer",2313,"2020","October",1.96955538865076,"Not Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Somewhat Disagree","No trust at all"
"Morocco","ArabBarometer",6674,"2020","October",1.03896922588307,"Female",NA,"Throughout the day","Very Bad","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",6210,"2020","October",0.996906278456367,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",1867,"2020","October",1.07021912296921,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",5003,"2020","October",0.78813739909347,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",3706,"2020","October",1.10485216399625,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",1827,"2020","October",0.8897260777064,"Not Female",NA,"I do not use the Internet","Good","Somewhat Essential",NA,"Strongly Agree","No trust at all"
"Morocco","ArabBarometer",2136,"2020","October",1.59218006450328,"Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",347,"2020","October",0.829024263050146,"Female",NA,"At least once daily","Very Bad","Absolutely Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",7021,"2020","October",1.59709568034403,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",397,"2020","October",1.07021912296921,"Female",NA,"At least once daily","Good","Absolutely Essential",NA,"Strongly Agree","Quite a lot of trust"
"Morocco","ArabBarometer",6447,"2020","October",1.07021912296921,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Agree","Quite a lot of trust"
"Morocco","ArabBarometer",2041,"2020","October",0.840270642352027,"Not Female",NA,"Throughout the day","Very Bad","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",1959,"2020","October",0.8897260777064,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Agree","No trust at all"
"Morocco","ArabBarometer",2233,"2020","October",1.07334300724095,"Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",2039,"2020","October",0.840270642352027,"Not Female",NA,"At least once daily","Good","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",4120,"2020","October",1.15840540048049,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Disagree","A great deal of trust"
"Morocco","ArabBarometer",6492,"2020","October",1.57869837926302,"Female",NA,"Throughout the day","Very Good","Absolutely Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",6237,"2020","October",1.51898208760277,"Not Female",NA,"Several times a week","Good","Absolutely Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",1254,"2020","October",0.950421817784489,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Strongly Disagree","No trust at all"
"Morocco","ArabBarometer",1691,"2020","October",0.86593316059994,"Not Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",6037,"2020","October",1.97139753065145,"Female",NA,"Throughout the day","Very Bad","Somewhat Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",4723,"2020","October",0.78813739909347,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Disagree","Not a lot of trust"
"Morocco","ArabBarometer",3702,"2020","October",1.32774461313303,"Not Female",NA,"Throughout the day","Good","Not Very Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",4654,"2020","October",1.58353724821612,"Female",NA,"I do not use the Internet","Good","Not at all Essential",NA,"Somewhat Disagree",NA
"Morocco","ArabBarometer",4635,"2020","October",1.03896922588307,"Female",NA,"At least once daily","Bad","Not Very Essential",NA,"Somewhat Disagree","Not a lot of trust"
"Morocco","ArabBarometer",2442,"2020","October",0.887479327866514,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",5174,"2020","October",1.23172963025541,"Female",NA,"Throughout the day","Good","Not at all Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",5176,"2020","October",1.02873677252328,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",830,"2020","October",0.792438988309054,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Morocco","ArabBarometer",4772,"2020","October",1.58353724821612,"Female",NA,"Throughout the day",NA,"Somewhat Essential",NA,"Somewhat Agree",NA
"Morocco","ArabBarometer",3194,"2020","October",1.58754614391337,"Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",548,"2020","October",0.690953670650726,"Not Female",NA,"At least once daily","Good","Absolutely Essential",NA,"Strongly Agree","Quite a lot of trust"
"Morocco","ArabBarometer",2094,"2020","October",1.03111512309042,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Disagree","No trust at all"
"Morocco","ArabBarometer",1093,"2020","October",1.59218006450328,"Female",NA,"Throughout the day","Very Bad","Absolutely Essential",NA,"Somewhat Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",3510,"2020","October",1.10485216399625,"Not Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Strongly Agree","A great deal of trust"
"Morocco","ArabBarometer",5195,"2020","October",0.89960773727905,"Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",933,"2020","October",0.790132654103498,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",4826,"2020","October",0.689208863919978,"Not Female",NA,"At least once daily","Bad","Absolutely Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",4959,"2020","October",0.829024263050146,"Female",NA,"Throughout the day",NA,"Absolutely Essential",NA,"Strongly Disagree",NA
"Morocco","ArabBarometer",4908,"2020","October",1.31647281806032,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",4471,"2020","October",1.29344691363343,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",4178,"2020","October",1.09385329516303,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",755,"2020","October",0.692970509312943,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Morocco","ArabBarometer",4767,"2020","October",0.887479327866514,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",103,"2020","October",1.08199830840702,"Not Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Strongly Agree","No trust at all"
"Morocco","ArabBarometer",2778,"2020","October",1.58353724821612,"Female",NA,"At least once daily","Very Good","Somewhat Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",4831,"2020","October",0.960882474481374,"Not Female",NA,"Several times a week","Good","Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Morocco","ArabBarometer",2017,"2020","October",1.05306367705663,"Not Female",NA,"Throughout the day","Bad","Not at all Essential",NA,"Strongly Agree","No trust at all"
"Morocco","ArabBarometer",1720,"2020","October",0.831123027575454,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",2326,"2020","October",1.07334300724095,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Strongly Agree","No trust at all"
"Morocco","ArabBarometer",2097,"2020","October",1.08199830840702,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Morocco","ArabBarometer",4873,"2020","October",1.42855786715736,"Not Female",NA,"Throughout the day","Very Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",4703,"2020","October",0.948021798137502,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",5480,"2020","October",1.63892024997675,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Disagree","A great deal of trust"
"Morocco","ArabBarometer",5407,"2020","October",1.77768772062312,"Female",NA,"Throughout the day","Good","Not at all Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",4730,"2020","October",1.31647281806032,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Strongly Disagree","No trust at all"
"Morocco","ArabBarometer",254,"2020","October",0.8897260777064,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Agree",NA
"Morocco","ArabBarometer",2376,"2020","October",1.17912063210607,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",1995,"2020","October",0.960882474481374,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Agree","Quite a lot of trust"
"Morocco","ArabBarometer",5540,"2020","October",1.32898646402594,"Female",NA,"Throughout the day","Bad","Not at all Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",2090,"2020","October",0.840270642352027,"Not Female",NA,"Several times a week","Good","Somewhat Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",763,"2020","October",0.831123027575454,"Female",NA,"At least once daily","Very Bad","Absolutely Essential",NA,"Strongly Disagree","No trust at all"
"Morocco","ArabBarometer",2109,"2020","October",1.07021912296921,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",4588,"2020","October",1.60501920155072,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",3276,"2020","October",0.778164402365063,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Disagree","No trust at all"
"Morocco","ArabBarometer",3755,"2020","October",2.36910650760611,"Female",NA,"Throughout the day","Good","Not Very Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",7038,"2020","October",1.10485216399625,"Not Female",NA,"Throughout the day","Bad","Not at all Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",5111,"2020","October",0.829024263050146,"Female",NA,"Several times a week","Good","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",6591,"2020","October",1.03207953388422,"Female",NA,"I do not use the Internet","Bad","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",198,"2020","October",0.690953670650726,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",2112,"2020","October",0.953196023276034,"Female",NA,"Throughout the day",NA,"Absolutely Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",1901,"2020","October",0.86593316059994,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Morocco","ArabBarometer",888,"2020","October",0.792438988309054,"Not Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Strongly Disagree","No trust at all"
"Morocco","ArabBarometer",4597,"2020","October",1.18022347371834,"Female",NA,"Throughout the day","Good","Not Very Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",1478,"2020","October",1.31980561128752,"Not Female",NA,"Throughout the day",NA,"Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Morocco","ArabBarometer",4572,"2020","October",1.42855786715736,"Not Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",441,"2020","October",1.07334300724095,"Female",NA,"Throughout the day","Very Bad","Somewhat Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",5553,"2020","October",0.909374333726629,"Not Female",NA,"Throughout the day","Good","Not at all Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",6673,"2020","October",1.03896922588307,"Female",NA,"Throughout the day","Very Bad","Somewhat Essential",NA,"Somewhat Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",5813,"2020","October",0.689208863919978,"Not Female",NA,"At least once daily","Good","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",2027,"2020","October",1.08199830840702,"Not Female",NA,"Throughout the day","Good","Not Very Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",1977,"2020","October",0.86593316059994,"Not Female",NA,"Throughout the day",NA,"Absolutely Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",3480,"2020","October",0.963039690884938,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",3509,"2020","October",1.15840540048049,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",4434,"2020","October",1.02873677252328,"Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Strongly Agree","A great deal of trust"
"Morocco","ArabBarometer",3725,"2020","October",1.15840540048049,"Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",6912,"2020","October",1.10485216399625,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",2436,"2020","October",1.31647281806032,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",1709,"2020","October",0.868460750438994,"Not Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Strongly Agree","No trust at all"
"Morocco","ArabBarometer",2214,"2020","October",1.26669197759783,"Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Morocco","ArabBarometer",263,"2020","October",1.31980561128752,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",1517,"2020","October",1.04463983461515,"Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",5206,"2020","October",1.23172963025541,"Female",NA,"Throughout the day","Good",NA,NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",4648,"2020","October",1.42855786715736,"Not Female",NA,"Throughout the day","Bad","Somewhat Essential",NA,"Somewhat Agree","A great deal of trust"
"Morocco","ArabBarometer",6079,"2020","October",1.07021912296921,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Agree","A great deal of trust"
"Morocco","ArabBarometer",4616,"2020","October",0.78813739909347,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",1891,"2020","October",1.08199830840702,"Not Female",NA,"At least once daily","Bad","Absolutely Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",258,"2020","October",0.790132654103498,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",1972,"2020","October",1.07334300724095,"Female",NA,"Throughout the day",NA,"Somewhat Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",295,"2020","October",1.32365801861455,"Not Female",NA,"Throughout the day","Very Bad","Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Morocco","ArabBarometer",2693,"2020","October",0.818533888817585,"Female",NA,"At least once daily","Good","Absolutely Essential",NA,NA,"Quite a lot of trust"
"Morocco","ArabBarometer",4789,"2020","October",0.689208863919978,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Morocco","ArabBarometer",1655,"2020","October",0.831123027575454,"Female",NA,"Once a week",NA,"Absolutely Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Morocco","ArabBarometer",259,"2020","October",0.831123027575454,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Agree","Quite a lot of trust"
"Morocco","ArabBarometer",1779,"2020","October",0.690953670650726,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Strongly Agree","No trust at all"
"Morocco","ArabBarometer",1923,"2020","October",1.01073097939646,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Disagree","A great deal of trust"
"Morocco","ArabBarometer",5609,"2020","October",2.42392169897431,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",2415,"2020","October",1.17912063210607,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","No trust at all"
"Morocco","ArabBarometer",4472,"2020","October",1.71836027515473,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",782,"2020","October",0.790132654103498,"Not Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Agree","Quite a lot of trust"
"Morocco","ArabBarometer",1697,"2020","October",0.840270642352027,"Not Female",NA,"At least once daily","Bad","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",357,"2020","October",1.04463983461515,"Female",NA,"At least once daily","Good","Somewhat Essential",NA,"Strongly Agree","Quite a lot of trust"
"Morocco","ArabBarometer",4777,"2020","October",1.05400836163381,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Agree","A great deal of trust"
"Morocco","ArabBarometer",4517,"2020","October",1.12742750249602,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",4545,"2020","October",1.71836027515473,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",1550,"2020","October",0.953196023276034,"Female",NA,"At least once daily","Bad","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",4811,"2020","October",0.829024263050146,"Female",NA,"Several times a week","Good","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",5770,"2020","October",1.74552074002705,"Female",NA,"Throughout the day","Very Bad","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",3694,"2020","October",1.15840540048049,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",2303,"2020","October",1.07021912296921,"Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Morocco","ArabBarometer",5507,"2020","October",0.963039690884938,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",2311,"2020","October",1.24029086070946,"Female",NA,"At least once daily","Good","Somewhat Essential",NA,"Strongly Disagree","Not a lot of trust"
"Morocco","ArabBarometer",3508,"2020","October",0.948021798137502,"Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Morocco","ArabBarometer",3372,"2020","October",1.52641959075479,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Strongly Agree","Quite a lot of trust"
"Morocco","ArabBarometer",1062,"2020","October",0.999999673492001,"Not Female",NA,"Throughout the day","Bad","Absolutely Essential",NA,"Somewhat Disagree",NA
"Algeria","ArabBarometer",3212,"2020","October",4,"Female",NA,"I do not use the Internet","Very Good",NA,NA,"Strongly Disagree","Quite a lot of trust"
"Algeria","ArabBarometer",6790,"2020","October",4,"Not Female",NA,"I do not use the Internet","Bad","Somewhat Essential",NA,"Strongly Agree","Quite a lot of trust"
"Algeria","ArabBarometer",5448,"2020","October",2.11336777152031,"Not Female",NA,"I do not use the Internet","Bad","Somewhat Essential",NA,"Strongly Agree","Quite a lot of trust"
"Algeria","ArabBarometer",4024,"2020","October",0.497393355637287,"Not Female",NA,"I do not use the Internet","Good","Absolutely Essential",NA,"Somewhat Disagree","Not a lot of trust"
"Algeria","ArabBarometer",5063,"2020","October",4,"Not Female",NA,"I do not use the Internet","Good","Absolutely Essential",NA,"Somewhat Agree","Not a lot of trust"
"Algeria","ArabBarometer",4314,"2020","October",3.60078183150768,"Not Female",NA,"At least once daily","Good","Not Very Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Algeria","ArabBarometer",4043,"2020","October",4,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Algeria","ArabBarometer",4964,"2020","October",0.497393355637287,"Not Female",NA,"I do not use the Internet","Good","Absolutely Essential",NA,"Somewhat Agree","A great deal of trust"
"Algeria","ArabBarometer",2463,"2020","October",3.60078183150768,"Not Female",NA,"I do not use the Internet","Good","Somewhat Essential",NA,"Somewhat Agree","No trust at all"
"Algeria","ArabBarometer",5920,"2020","October",4,"Not Female",NA,"I do not use the Internet","Very Good","Absolutely Essential",NA,"Strongly Agree","Not a lot of trust"
"Algeria","ArabBarometer",8025,"2020","October",0.229927563529003,"Not Female",NA,"I do not use the Internet",NA,"Absolutely Essential",NA,"Strongly Agree","No trust at all"
"Algeria","ArabBarometer",8335,"2020","October",0.477649352137125,"Not Female",NA,"I do not use the Internet",NA,"Not at all Essential",NA,"Strongly Agree","Not a lot of trust"
"Algeria","ArabBarometer",2481,"2020","October",1.3101967302115,"Female",NA,"I do not use the Internet","Very Bad","Not at all Essential",NA,"Strongly Disagree","A great deal of trust"
"Algeria","ArabBarometer",1806,"2020","October",4,"Female",NA,"Throughout the day","Good","Absolutely Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Algeria","ArabBarometer",6944,"2020","October",2.94073517275159,"Not Female",NA,"I do not use the Internet","Bad","Absolutely Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Algeria","ArabBarometer",5454,"2020","October",3.58676292959562,"Not Female",NA,"Less than once a week","Bad","Absolutely Essential",NA,"Strongly Disagree","Not a lot of trust"
"Algeria","ArabBarometer",4467,"2020","October",2.03454574434897,"Not Female",NA,"At least once daily","Very Good","Absolutely Essential",NA,"Strongly Disagree","No trust at all"
"Algeria","ArabBarometer",2514,"2020","October",4,"Female",NA,"Throughout the day","Very Bad","Absolutely Essential",NA,"Strongly Agree","No trust at all"
"Algeria","ArabBarometer",9992,"2020","October",3.61843681873639,"Female",NA,"At least once daily","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Algeria","ArabBarometer",3655,"2020","October",4,"Not Female",NA,"Several times a week","Bad","Absolutely Essential",NA,"Strongly Agree","Quite a lot of trust"
"Algeria","ArabBarometer",4975,"2020","October",0.873721747424865,"Not Female",NA,"I do not use the Internet","Good","Absolutely Essential",NA,"Strongly Agree","A great deal of trust"
"Algeria","ArabBarometer",3047,"2020","October",1.3008641788314,"Not Female",NA,"I do not use the Internet","Good","Absolutely Essential",NA,NA,"A great deal of trust"
"Algeria","ArabBarometer",3690,"2020","October",1.3008641788314,"Not Female",NA,"I do not use the Internet","Bad","Not at all Essential",NA,"Strongly Agree","No trust at all"
"Algeria","ArabBarometer",4534,"2020","October",4,"Not Female",NA,"I do not use the Internet","Bad",NA,NA,NA,"Quite a lot of trust"
"Algeria","ArabBarometer",3086,"2020","October",2.03454574434897,"Not Female",NA,"Throughout the day","Good","Somewhat Essential",NA,"Strongly Disagree","Quite a lot of trust"
"Algeria","ArabBarometer",2149,"2020","October",4,"Not Female",NA,"I do not use the Internet","Very Bad","Absolutely Essential",NA,"Strongly Agree","A great deal of trust"
"Algeria","ArabBarometer",3432,"2020","October",1.73331961953626,"Not Female",NA,"I do not use the Internet","Good","Absolutely Essential",NA,"Somewhat Agree",NA
"Algeria","ArabBarometer",8782,"2020","October",2.28081648481051,"Female",NA,"I do not use the Internet","Good","Somewhat Essential",NA,"Somewhat Agree","Not a lot of trust"
"Algeria","ArabBarometer",4208,"2020","October",2.72437070204819,"Female",NA,"I do not use the Internet","Good","Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Algeria","ArabBarometer",3092,"2020","October",3.43457596341949,"Not Female",NA,"I do not use the Internet","Bad",NA,NA,"Strongly Agree","Quite a lot of trust"
"Algeria","ArabBarometer",7380,"2020","October",1.7572044183541,"Not Female",NA,"I do not use the Internet","Very Good",NA,NA,NA,"A great deal of trust"
"Algeria","ArabBarometer",2619,"2020","October",0.873721747424865,"Not Female",NA,"I do not use the Internet",NA,"Somewhat Essential",NA,"Somewhat Agree","Quite a lot of trust"
"Algeria","ArabBarometer",9260,"2020","October",4,"Not Female",NA,"Several times a week","Good","Somewhat Essential",NA,"Somewhat Disagree","Not a lot of trust"
